
0,1,0.016,0.948
0,1,0.124,0.834
0,1,0.26,0.6819999999999999
0,1,0.438,0.534
0,1,0.584,0.356
0,1,0.736,0.10999999999999999
0,1,0.528,0.04600000000000004
0,1,0.574,0.19799999999999995
0,1,0.646,0.06599999999999995
0,1,0.402,0.136
0,1,0.482,0.31999999999999995
0,1,0.3,0.374
0,1,0.394,0.248
0,1,0.378,0.45999999999999996
0,1,0.188,0.548
0,1,0.146,0.688
0,1,0.064,0.716
0,1,0.048,0.5680000000000001
0,1,0.142,0.42800000000000005
0,1,0.074,0.262
0,1,0.22,0.23399999999999999
0,1,0.114,0.13
0,1,0.212,0.05400000000000005
0,1,0.072,0.050000000000000044
0,1,0.274,0.118
0,1,0.352,0.05400000000000005
0,1,0.236,0.31399999999999995
0,1,0.088,0.384
0,1,0.116,0.238
0,1,0.054,0.16200000000000003
0,1,0.246,0.46199999999999997
0,1,0.294,0.544
0,1,0.06,0.808
0,1,0.11,0.5740000000000001
0,1,0.094,0.476
1,0,0.118,0.964
1,0,0.244,0.88
1,0,0.388,0.728
1,0,0.486,0.622
1,0,0.59,0.512
1,0,0.698,0.372
1,0,0.778,0.24
1,0,0.852,0.10799999999999998
1,0,0.93,0.16400000000000003
1,0,0.852,0.22199999999999998
1,0,0.918,0.31799999999999995
1,0,0.808,0.32199999999999995
1,0,0.914,0.488
1,0,0.756,0.49
1,0,0.854,0.42000000000000004
1,0,0.858,0.598
1,0,0.94,0.624
1,0,0.93,0.764
1,0,0.932,0.902
1,0,0.87,0.956
1,0,0.706,0.96
1,0,0.494,0.966
1,0,0.3,0.964
1,0,0.344,0.8200000000000001
1,0,0.458,0.882
1,0,0.486,0.744
1,0,0.598,0.84
1,0,0.618,0.91
1,0,0.768,0.876
1,0,0.918,0.844
1,0,0.814,0.786
1,0,0.852,0.692
1,0,0.716,0.736
1,0,0.692,0.646
1,0,0.608,0.718
1,0,0.77,0.6639999999999999
1,0,0.708,0.5660000000000001
1,0,0.592,0.62
1,0,0.698,0.45599999999999996
1,0,0.786,0.394
